x,y
4.732192000828923995e+00,-3.597834632934393539e-02
4.864173345657043512e+00,-4.082448785027992244e-02
4.995873672039280677e+00,-4.602336747073110246e-02
5.127275248787185546e+00,-5.158614491291757531e-02
5.258360344712322387e+00,-5.752397989908075715e-02
5.389111228626198624e+00,-6.384803215143364241e-02
5.519510169340392736e+00,-7.056946139219633096e-02
5.649539435666397935e+00,-7.769942734361023895e-02
5.779181296415771385e+00,-8.524908972789546624e-02
5.908418020400070247e+00,-9.322960826727921813e-02
6.037231876430794841e+00,-1.016521426839744890e-01
6.165605133319509434e+00,-1.105278527002440114e-01
6.293520059877749873e+00,-1.198678980382794634e-01
6.420958924917073318e+00,-1.296834384203080504e-01
6.547903997248965879e+00,-1.399856335685782938e-01
6.674337545685041562e+00,-1.507856432052960827e-01
6.800241839036765157e+00,-1.620946270526957278e-01
6.925599146115693827e+00,-1.739237448330044344e-01
7.050391735733413157e+00,-1.862841562684351970e-01
7.174601876701402148e+00,-1.991870210812436426e-01
7.298211837831232174e+00,-2.126434989936427655e-01
7.421203887934446186e+00,-2.266647497278384549e-01
7.543560295822537398e+00,-2.412619330060792322e-01
7.665263330307112710e+00,-2.564462085505780919e-01
7.786295260199651125e+00,-2.722287360835764503e-01
7.906638354311731121e+00,-2.886206753272944070e-01
8.026274881454874333e+00,-3.056331860039520620e-01
8.145187110440609501e+00,-3.232774278357908315e-01
8.263357310080493789e+00,-3.415645605450094990e-01
8.380767749186070148e+00,-3.605057438538494807e-01
8.497400696568860212e+00,-3.801121374845592982e-01
8.613238421040414039e+00,-4.003949011593306295e-01
8.728263191412246158e+00,-4.213651946003977855e-01
8.842457276495920837e+00,-4.430341775299950768e-01
8.955802945102966817e+00,-4.654130096703568142e-01
9.068282466044955470e+00,-4.885128507436817813e-01
9.179878108133358694e+00,-5.123448604722327104e-01
9.290572140179769178e+00,-5.369201985781870690e-01
9.400346830995701453e+00,-5.622500247838360110e-01
9.509184449392691363e+00,-5.883454988113427930e-01
9.617067264182317388e+00,-6.152177803829701475e-01
9.723977544176072740e+00,-6.428780292209381741e-01
9.829897558185493267e+00,-6.713374050474669730e-01
9.934809575022157446e+00,-7.006070675847908547e-01
1.003869586349756560e+01,-7.306981765551299191e-01
1.014153869242330330e+01,-7.616218916806971606e-01
1.024332033061084246e+01,-7.933893726837482063e-01
1.034402304687176155e+01,-8.260117792865031561e-01
1.044362911001761773e+01,-8.595002712111536880e-01
1.054212078885990422e+01,-8.938660081799625345e-01
1.063948035221022081e+01,-9.291201499151497956e-01
1.073569006888002519e+01,-9.652738561389497818e-01
1.083073220768091005e+01,-1.002338286573554171e+00
1.092458903742441123e+01,-1.040324600941211486e+00
1.101724282692204326e+01,-1.079243958964156036e+00
1.110867584498539884e+01,-1.119107520364600816e+00
1.119887036042594985e+01,-1.159926444864787243e+00
