x,y
4.771745333254671095e+00,-1.578903759246941263e-02
5.078217494521695130e+00,-1.232229077382385185e-02
5.384906648267985929e+00,-8.513819418666912497e-03
5.691766880666818906e+00,-4.395697752329397190e-03
5.998752277891583162e+00,-1.421085471520200372e-14
6.305816926115539900e+00,4.641199612962054744e-03
6.612914911511936111e+00,9.495826861268596986e-03
6.920000320254288795e+00,1.453180751970251094e-02
7.227027238515802310e+00,1.971706736291878315e-02
7.533949752469766281e+00,2.501953216570029781e-02
7.840721948289584020e+00,3.040712770273046317e-02
8.147297912148516730e+00,3.584777974874953088e-02
8.453631730219925089e+00,4.130941407844090918e-02
8.759677488677056090e+00,4.675995646654484972e-02
9.065389273693327254e+00,5.216733268777318244e-02
9.370721171442056630e+00,5.749946851688036986e-02
9.675627268096462785e+00,6.272428972850718765e-02
9.980061649829934822e+00,6.780972209746494173e-02
1.028397840281579079e+01,7.272369139840861862e-02
1.058733161322736294e+01,7.743412340613531342e-02
1.089007536723796932e+01,8.190894389527159092e-02
1.119216375102088534e+01,8.611607864057191364e-02
1.149355085074948590e+01,9.002345341676232238e-02
1.179419075259704641e+01,9.359899399855464708e-02
1.209403754273697018e+01,9.681062616070335025e-02
1.239304530734250420e+01,9.962627567789184013e-02
1.269116813258693810e+01,1.020138683248319467e-01
1.298836010464367519e+01,1.039413298762639215e-01
1.328457530968597666e+01,1.053765861068711729e-01
1.357976783388718900e+01,1.062875627914365850e-01
1.387389176342074393e+01,1.066421857046719879e-01
1.416690118445973212e+01,1.064083806212323680e-01
1.445875018317764216e+01,1.055540733158863986e-01
1.474939284574770682e+01,1.040471895633316990e-01
1.503878325834332941e+01,1.018556551383369424e-01
1.532687550713774272e+01,9.894739581554290453e-02
1.561362367830432163e+01,9.529033736971825874e-02
1.589898185801641262e+01,9.085240557558904584e-02
1.618290413244730530e+01,8.560152620786709576e-02
1.646534458777026089e+01,7.950562504125002761e-02
1.674625731015871111e+01,7.253262785049230388e-02
1.702559638578588874e+01,6.465046041027733281e-02
1.730331590082516868e+01,5.582704849533115521e-02
1.757936994144989740e+01,4.603031788040823358e-02
1.785371259383327924e+01,3.522819434017776530e-02
1.812629794414871753e+01,2.338860364940842373e-02
1.839708007856953031e+01,1.047947158278361712e-02
1.866601308326900721e+01,-3.531276084970613738e-03
1.893305104442055153e+01,-1.867571357909980634e-02
1.919814804819739607e+01,-3.498591512493476330e-02
1.946125818077285885e+01,-5.249395494772102211e-02
1.972233552832034320e+01,-7.123190727274675282e-02
1.998133417701305348e+01,-9.123184632534275806e-02
2.023820821302444983e+01,-1.125258463306977319e-01
2.049291172252773663e+01,-1.351459815141566878e-01
2.074539879169626033e+01,-1.591243261009651633e-01
2.099562350670342425e+01,-1.844929543164397501e-01
2.124353995372240433e+01,-2.112839403858544074e-01
