blue,37.01535454981153,-7.561578160280675,0,0.01,0.01,0
blue,35.31192166856074,-9.363468383609785,0,0.01,0.01,0
blue,33.163749354223604,-10.607460300066588,0,0.01,0.01,0
blue,30.79154000437468,-11.351767163467596,0,0.01,0.01,0
blue,28.33714438596126,-11.762268319283574,0,0.01,0.01,0
blue,25.85867578710478,-11.99481565442457,0,0.01,0.01,0
blue,23.37507821105306,-12.167170132034908,0,0.01,0.01,0
blue,20.894013253403344,-12.371684172666768,0,0.01,0.01,0
blue,18.42530151325319,-12.690113060591084,0,0.01,0.01,0
blue,15.990251383898546,-13.20354108529964,0,0.01,0.01,0
blue,13.62210810851364,-13.968114073621809,0,0.01,0.01,0
blue,11.327423894426847,-14.93234352316496,0,0.01,0.01,0
blue,9.09283032806549,-16.029353997895473,0,0.01,0.01,0
blue,6.898429659629554,-17.205051579126042,0,0.01,0.01,0
blue,4.7206804218565726,-18.411444214252178,0,0.01,0.01,0
blue,2.5324129208698514,-19.598551175331984,0,0.01,0.01,0
blue,0.3019859936175582,-20.703832379391514,0,0.01,0.01,0
blue,-2.0056543325420293,-21.635137850553694,0,0.01,0.01,0
blue,-4.416169405093465,-22.244777261399072,0,0.01,0.01,0
blue,-6.897410639753637,-22.315180360973052,0,0.01,0.01,0
blue,-9.284006511028847,-21.647154598045642,0,0.01,0.01,0
blue,-11.335930647627185,-20.254492972240627,0,0.01,0.01,0
blue,-12.966805581465144,-18.379739317251083,0,0.01,0.01,0
blue,-14.225485595521105,-16.23494362213882,0,0.01,0.01,0
blue,-15.147879949615346,-13.924835661663462,0,0.01,0.01,0
blue,-15.73440409485964,-11.507572530324211,0,0.01,0.01,0
blue,-15.949681040800117,-9.03006863191753,0,0.01,0.01,0
blue,-15.723950017755621,-6.55470091344921,0,0.01,0.01,0
blue,-14.981444670564882,-4.184403502309408,0,0.01,0.01,0
blue,-13.646628620971226,-2.0934533518813367,0,0.01,0.01,0
blue,-11.768815978739687,-0.47150359567680056,0,0.01,0.01,0
blue,-9.542179707777612,0.6306530655580929,0,0.01,0.01,0
blue,-7.147307622447604,1.3018785700704854,0,0.01,0.01,0
blue,-4.686343614231641,1.6713903403382702,0,0.01,0.01,0
blue,-2.2032606836122497,1.8455618971920842,0,0.01,0.01,0
blue,0.2855361160894212,1.9027192870101217,0,0.01,0.01,0
blue,2.7750940269267383,1.9025632748722217,0,0.01,0.01,0
blue,5.2646540004014515,1.895958994388259,0,0.01,0.01,0
blue,7.753842105178184,1.934376248433182,0,0.01,0.01,0
blue,10.23871311866277,2.081239497920542,0,0.01,0.01,0
blue,12.702640031058905,2.4291276814220026,0,0.01,0.01,0
blue,15.084797978523532,3.1380327527200933,0,0.01,0.01,0
blue,17.162566968670006,4.481711743314243,0,0.01,0.01,0
blue,18.453537730977217,6.58505417381528,0,0.01,0.01,0
blue,18.93387473493066,9.019324676307491,0,0.01,0.01,0
blue,18.822332261381447,11.50256119796365,0,0.01,0.01,0
blue,18.357798947794272,13.947378267482748,0,0.01,0.01,0
blue,17.740483651125395,16.359102374844355,0,0.01,0.01,0
blue,17.117607356825822,18.76942951458014,0,0.01,0.01,0
blue,16.614638985191974,21.207069492876023,0,0.01,0.01,0
blue,16.3559063586902,23.681545596655745,0,0.01,0.01,0
blue,16.4411039239182,26.167364212883776,0,0.01,0.01,0
blue,16.90709735572837,28.610281329699056,0,0.01,0.01,0
blue,17.759801043233807,30.94636388295941,0,0.01,0.01,0
blue,18.976195580225813,33.11556353448017,0,0.01,0.01,0
blue,20.496932298437876,35.08432227810167,0,0.01,0.01,0
blue,22.244732809066477,36.85542756465957,0,0.01,0.01,0
blue,24.164258338459813,38.43929445221658,0,0.01,0.01,0
blue,26.219123483656844,39.843420594947126,0,0.01,0.01,0
blue,28.385415947748776,41.06880268249164,0,0.01,0.01,0
blue,30.646671598712715,42.108491913597994,0,0.01,0.01,0
blue,32.990133262463246,42.94620310965363,0,0.01,0.01,0
blue,35.403739668563865,43.551778670088375,0,0.01,0.01,0
blue,37.87031423332901,43.876808681850726,0,0.01,0.01,0
blue,40.356981987720864,43.84625995371055,0,0.01,0.01,0
blue,42.793882217043226,43.36004228137214,0,0.01,0.01,0
blue,45.04553249531752,42.31527267520155,0,0.01,0.01,0
blue,46.91297695530096,40.68301198805508,0,0.01,0.01,0
blue,48.25629369977961,38.594403517845045,0,0.01,0.01,0
blue,49.18296364880671,36.28591076509462,0,0.01,0.01,0
blue,49.88009147950109,33.896338082385064,0,0.01,0.01,0
blue,50.50995792315864,31.487768520633615,0,0.01,0.01,0
blue,51.235935501736854,29.10713672564797,0,0.01,0.01,0
blue,52.31334956898101,26.869937315449924,0,0.01,0.01,0
blue,54.22380662414948,25.350557688033724,0,0.01,0.01,0
blue,56.61191148888498,24.649014370927198,0,0.01,0.01,0
blue,58.79981823970763,23.487015489043365,0,0.01,0.01,0
blue,60.47928159901486,21.662594460455757,0,0.01,0.01,0
blue,61.61488661419874,19.453694952197843,0,0.01,0.01,0
blue,62.24154553840148,17.048975253688113,0,0.01,0.01,0
blue,62.340843667110896,14.56693332897882,0,0.01,0.01,0
blue,61.779707187246565,12.1523252659753,0,0.01,0.01,0
blue,60.40451737919886,10.095428229054669,0,0.01,0.01,0
blue,58.39615529626615,8.641508625298414,0,0.01,0.01,0
blue,56.0828500867022,7.732020904172359,0,0.01,0.01,0
blue,53.660297369554776,7.162836608632055,0,0.01,0.01,0
blue,51.2040679822147,6.757677829591472,0,0.01,0.01,0
blue,48.742864877110634,6.383031155729988,0,0.01,0.01,0
blue,46.29896900900642,5.911033679533496,0,0.01,0.01,0
blue,43.927639469005165,5.162881719514644,0,0.01,0.01,0
blue,41.85756197820734,3.8109480958167907,0,0.01,0.01,0
blue,40.53766620736707,1.7145209535439605,0,0.01,0.01,0
blue,39.69084137259334,-0.6250994460589965,0,0.01,0.01,0
blue,38.97994212816773,-3.010998822774276,0,0.01,0.01,0
blue,38.170664346824516,-5.364426323759105,0,0.01,0.01,0
yellow,33.885102290997395,-5.410407100286541,0,0.01,0.01,0
yellow,31.998946374343596,-6.96535296847253,0,0.01,0.01,0
yellow,29.648179099789857,-7.71101421114755,0,0.01,0.01,0
yellow,27.202231931904386,-8.064978847079843,0,0.01,0.01,0
yellow,24.738007617113382,-8.265189437673605,0,0.01,0.01,0
yellow,22.271580495520148,-8.437641203582594,0,0.01,0.01,0
yellow,19.809820524919743,-8.665825422520939,0,0.01,0.01,0
yellow,17.36278920251835,-9.016607848129517,0,0.01,0.01,0
yellow,14.949033666506324,-9.548527534750573,0,0.01,0.01,0
yellow,12.593387193336675,-10.296828513525504,0,0.01,0.01,0
yellow,10.302537159929908,-11.225633075640147,0,0.01,0.01,0
yellow,8.069086931794,-12.285594392585743,0,0.01,0.01,0
yellow,5.878876051255141,-13.432565082777135,0,0.01,0.01,0
yellow,3.7128968430232705,-14.624835203720515,0,0.01,0.01,0
yellow,1.5470842155360263,-15.817404372516755,0,0.01,0.01,0
yellow,-0.6497265175606728,-16.951446579652256,0,0.01,0.01,0
yellow,-2.919683554976457,-17.928686868561158,0,0.01,0.01,0
yellow,-5.311635808380258,-18.53109162290717,0,0.01,0.01,0
yellow,-7.724931052277414,-18.180835784036365,0,0.01,0.01,0
yellow,-9.575742648522207,-16.57269734350021,0,0.01,0.01,0
yellow,-10.859429262645504,-14.46557160843848,0,0.01,0.01,0
yellow,-11.71049190994984,-12.147788324808555,0,0.01,0.01,0
yellow,-12.124238242628651,-9.714168278071707,0,0.01,0.01,0
yellow,-11.988163100485215,-7.252602574707119,0,0.01,0.01,0
