x,y
4.687400825704156837e+00,-4.577405378341836695e-03
4.950490116974299859e+00,-4.604488375179016657e-03
5.213259890099584126e+00,-4.218954684873210681e-03
5.475656240450570422e+00,-3.362138958294735858e-03
5.737625263397862163e+00,-1.975375846377858124e-03
5.999113054312018356e+00,-7.105427357601001859e-15
6.260065708563635312e+00,2.622653929897467151e-03
6.520429321523300459e+00,5.951251292465542519e-03
6.780149988561583463e+00,1.004445743675574931e-02
7.039173805049074417e+00,1.496093771188355959e-02
7.297446866356347428e+00,2.075935746695733997e-02
7.554915267853987260e+00,2.749838205104992994e-02
7.811525104912591111e+00,3.523667681327680157e-02
8.067222472902713548e+00,4.403290710273921604e-02
8.321953467194962428e+00,5.394573826851711829e-02
8.575664183159892318e+00,6.503383565971176949e-02
8.828300716168106632e+00,7.735586462542443087e-02
9.079809161590191025e+00,9.097049051475636361e-02
9.330135614796704502e+00,1.059363786768017235e-01
9.579226171158254033e+00,1.223121944606475608e-01
9.827026926045402178e+00,1.401566032154164532e-01
1.007348397482873281e+01,1.595282702901812399e-01
1.031854341287885113e+01,1.804858610340431824e-01
1.056215133556630192e+01,2.030880407961035417e-01
1.080425383826170460e+01,2.273934749254635790e-01
1.104479701633561284e+01,2.534608287712245556e-01
1.128372696515861762e+01,2.813487676824664163e-01
1.152098978010131347e+01,3.111159570083046333e-01
1.175653155653425586e+01,3.428210620978120460e-01
1.199029838982806417e+01,3.765227483001112319e-01
1.222223637535327967e+01,4.122796809642963467e-01
1.245229160848051464e+01,4.501505254394473354e-01
1.268041018458032809e+01,4.901939470746654592e-01
1.290653819902331456e+01,5.324686112190732956e-01
1.313062174718006503e+01,5.770331832217436840e-01
1.335260692442114205e+01,6.239463284317778857e-01
1.357243982611714550e+01,6.732667121982771619e-01
1.379006654763863082e+01,7.250529998703285628e-01
1.400543318435621032e+01,7.793638567970546660e-01
1.421848583164046076e+01,8.362579483275283110e-01
1.442917058486195003e+01,8.957939398108507589e-01
1.463743353939126735e+01,9.580304965961090602e-01
1.484322079059898947e+01,1.023026284032432898e+00
1.504647843385570738e+01,1.090839967468902216e+00
1.524715256453199785e+01,1.161530212254604066e+00
1.544518927799844121e+01,1.235155683738653920e+00
1.564053466962563377e+01,1.311775047270124617e+00
1.583313483478412920e+01,1.391446968198131628e+00
1.602293586884452736e+01,1.474230111871776217e+00
1.620988386717742458e+01,1.560183143640145431e+00
1.639392492515337452e+01,1.649364728852333428e+00
1.657500513814297705e+01,1.741833532857455680e+00
1.675307060151680361e+01,1.837648221004577920e+00
1.692806741064543985e+01,1.936867458642836937e+00
1.709994166089947853e+01,2.039549911121298464e+00
1.726863944764947689e+01,2.145754243789063764e+00
1.743410686626604900e+01,2.255539121995255414e+00
1.759629001211975918e+01,2.368963211088946252e+00
1.775513498058118245e+01,2.486085176419230436e+00
1.791058786702090799e+01,2.606963683335230542e+00
1.806259476680951792e+01,2.731657397186012304e+00
1.821110177531760144e+01,2.860224983320698300e+00
1.835605498791572643e+01,2.992725107088375580e+00
1.849740049997449631e+01,3.129216433838138300e+00
