x,y
4.765365114151684622e+00,2.338613046063642287e-03
5.175096557443715994e+00,1.151499756090856863e-03
5.586277085449687263e+00,3.310627491259765520e-04
5.998698764907622660e+00,0.000000000000000000e+00
6.412153662555496680e+00,2.810094835439258532e-04
6.826433845131383293e+00,1.296789174446644211e-03
7.241331379373278310e+00,3.170037047581786283e-03
7.656638332019205961e+00,6.023451077709296442e-03
8.072146769807190481e+00,9.979729239603329916e-03
8.487648759475263205e+00,1.516156950805225279e-02
8.902936367761419945e+00,2.169166985785864199e-02
9.317801661403727564e+00,2.969272826378244190e-02
9.732036707140146348e+00,3.928744270065465116e-02
1.014543357170875737e+01,5.059851114322100329e-02
1.055778432184754223e+01,6.374863156626986438e-02
1.096888102429454648e+01,7.886050194461802221e-02
1.137851574578776592e+01,9.605682025308226457e-02
1.178648055306524611e+01,1.154602844663514816e-01
1.219256751286501128e+01,1.371935925592566718e-01
1.259656869192507145e+01,1.613794425066288341e-01
1.299827615698343664e+01,1.881405322831994908e-01
1.339748197477814529e+01,2.175995598638138517e-01
1.379397821204721453e+01,2.498792232231892285e-01
1.418755693552868280e+01,2.851022203361424090e-01
1.457801021196054592e+01,3.233912491774901810e-01
1.496513010808082811e+01,3.648690077219924888e-01
1.534870869062756782e+01,4.096581939444234877e-01
1.572853802633878928e+01,4.578815058195999654e-01
1.610441018195246698e+01,5.096616413223102882e-01
1.647611722420668201e+01,5.651212984273001894e-01
1.684345121983943727e+01,6.243831751093722460e-01
1.720620423558874279e+01,6.875699693433432458e-01
1.756416833819262990e+01,7.548043791039731332e-01
1.791713559438910863e+01,8.262091023660644851e-01
1.826489807091620321e+01,9.019068371044056676e-01
1.860724783451196629e+01,9.820202812937566250e-01
1.894397695191439368e+01,1.066672132908948356e+00
1.927487748986148119e+01,1.155985089924712383e+00
1.959974151509129570e+01,1.250081850315879706e+00
1.991836109434184721e+01,1.349085112057224478e+00
2.023052829435114575e+01,1.453117573123535067e+00
2.053603518185722976e+01,1.562301931489599838e+00
2.083467382359809505e+01,1.676760885130207157e+00
2.112623628631176587e+01,1.796617132020159602e+00
2.141051463673629485e+01,1.921993370134188694e+00
2.168730094160967781e+01,2.053012297447153856e+00
2.195638726766995319e+01,2.189796611933772397e+00
2.221756568165514523e+01,2.332469011568875317e+00
2.247062825030323552e+01,2.481152194327236771e+00
2.271536704035229093e+01,2.635968858183673547e+00
2.295157411854029306e+01,2.797041701112945589e+00
2.317904155160530877e+01,2.964493421089812841e+00
2.339756140628531966e+01,3.138446716089134725e+00
2.360692574931840682e+01,3.319024284085614340e+00
2.380692664744250919e+01,3.506348823054082686e+00
2.399735616739570787e+01,3.700543030969342340e+00
2.417800637591601287e+01,3.901729605806153245e+00
2.434866933974142000e+01,4.110031245539303768e+00
2.450913712560999613e+01,4.325570648143603592e+00
2.465920180025970865e+01,4.548470511593826870e+00
2.479865543042865283e+01,4.778853533864733549e+00
2.492729008285476766e+01,5.016842412931183048e+00
2.504489782427611999e+01,5.262559846767892680e+00
2.515127072143073406e+01,5.516128533349665020e+00
2.524620142559732017e+01,5.777670793726613852e+00
2.532964209882588591e+01,6.047206092901824093e+00
2.540192009713121024e+01,6.324511962573289736e+00
2.546341667596288971e+01,6.609331178900184511e+00
2.551451309077060614e+01,6.901406518041689253e+00
2.555559059700399871e+01,7.200480756156864004e+00
2.558703045011273502e+01,7.506296669404910915e+00
2.560921390554648269e+01,7.818597033944968189e+00
2.562252221875488090e+01,8.137124625936166922e+00
2.562733664518756882e+01,8.461622221537702160e+00
2.562403844029424249e+01,8.791832596908669473e+00
2.561300885952454109e+01,9.127498528208242590e+00
2.559462915832808960e+01,9.468362791595566819e+00
2.556928059215459825e+01,9.814168163229751940e+00
2.553734441645367781e+01,1.016465741926997879e+01
2.549920188667501009e+01,1.051957333587539267e+01
2.545523425826823427e+01,1.087865868920512469e+01
2.540582278668301797e+01,1.124165625541832725e+01
2.535134872736902878e+01,1.160830881067415987e+01
2.529219333577586326e+01,1.197835913113177497e+01
2.522873786735324586e+01,1.235154999295028233e+01
2.516136357755078734e+01,1.272762417228884146e+01
2.509045172181818373e+01,1.310632444530661900e+01
2.501638355560503157e+01,1.348739358816276734e+01
2.493954033436106954e+01,1.387057437701635365e+01
2.486030331353587997e+01,1.425560958802664402e+01
2.477905374857915888e+01,1.464224199735269849e+01
2.469617289494051704e+01,1.503021438115370501e+01
2.461204200806966469e+01,1.541926951558875913e+01
2.452704234341622680e+01,1.580915017681708434e+01
2.444155515642987098e+01,1.619959914099776199e+01
2.435596170256025061e+01,1.659035918428998002e+01
2.427064323725699069e+01,1.698117308285285532e+01
2.418598101596980143e+01,1.737178361284554740e+01
2.410235629414832204e+01,1.776193355042719446e+01
2.402015032724217747e+01,1.815136567175694182e+01
2.393974437070104955e+01,1.853982275299396321e+01
2.386151967997457746e+01,1.892704757029737550e+01
2.378585751051241459e+01,1.931278289982633822e+01
2.371313911776425698e+01,1.969677151773999668e+01
2.364374575717971538e+01,2.007875620019748197e+01
2.357805868420847162e+01,2.045847972335797493e+01
2.351645915430016487e+01,2.083568486338057113e+01
2.345932842290444853e+01,2.121011439642447272e+01
2.340704774547100442e+01,2.158151109864878237e+01
2.335999837744945751e+01,2.194961774621268091e+01
2.331856157428950382e+01,2.231417711527527103e+01
2.328311859144072571e+01,2.267493198199574778e+01
2.325405068435284761e+01,2.303162512253323513e+01
2.323173910847550871e+01,2.338399931304685708e+01
2.321656511925836242e+01,2.373179732969579447e+01
2.320890997215103368e+01,2.407476194863918550e+01
2.320915492260321855e+01,2.441263594603616838e+01
2.321768122606455620e+01,2.474516209804589550e+01
2.323487013798471423e+01,2.507208318082749088e+01
2.326110291381333184e+01,2.539314197054015665e+01
2.329676080900007662e+01,2.570808124334298128e+01
2.334222507899458776e+01,2.601664377539513850e+01
2.339787697924653287e+01,2.631857234285578073e+01
2.346409776520556534e+01,2.661360972188401774e+01
2.354126869232135277e+01,2.690149868863904459e+01
2.362977101604352015e+01,2.718198201927997104e+01
2.372998599182174928e+01,2.745480248996597084e+01
2.384229487510570777e+01,2.771970287685616086e+01
2.396707892134502060e+01,2.797642595610970062e+01
2.410471938598935537e+01,2.822471450388574254e+01
2.425559752448836548e+01,2.846431129634342483e+01
2.442009459229170432e+01,2.869495910964192120e+01
2.459851918516699243e+01,2.891642645792877886e+01
2.479065671519720127e+01,2.912866718090288032e+01
2.499606340148727668e+01,2.933171630450083711e+01
2.521429449087601427e+01,2.952560919906170511e+01
2.544490523020218120e+01,2.971038123492459704e+01
2.568745086630467256e+01,2.988606778242856166e+01
2.594148664602225551e+01,3.005270421191266195e+01
2.620656781619378251e+01,3.021032589371598931e+01
2.648224962365800650e+01,3.035896819817762804e+01
2.676808731525380836e+01,3.049866649563664112e+01
2.706363613782001210e+01,3.062945615643208441e+01
2.736845133819535647e+01,3.075137255090308486e+01
2.768208816321872234e+01,3.086445104938864148e+01
2.800410185972891952e+01,3.096872702222789542e+01
2.833404767456472939e+01,3.106423583975988834e+01
2.867148085456506124e+01,3.115101287232369032e+01
2.901595664656862539e+01,3.122909349025839987e+01
2.936703029741428850e+01,3.129851306390305865e+01
2.972425705394083195e+01,3.135930696359678649e+01
3.008719216298712240e+01,3.141151055967862504e+01
3.045539087139196965e+01,3.145515922248763729e+01
3.082840842599415510e+01,3.149028832236293596e+01
3.120580007363253117e+01,3.151693322964356980e+01
3.158712106114587925e+01,3.153512931466860891e+01
3.197192663537306601e+01,3.154491194777714469e+01
3.235977204315283018e+01,3.154631649930824011e+01
3.275021253132406684e+01,3.153937833960098658e+01
