x,y
4.693052730714846632e+00,3.625713906529881569e-04
4.840048601740328138e+00,-9.223253304924128315e-05
4.986569085776316967e+00,-4.640901473607073058e-04
5.132623012217571556e+00,-7.441367337861493070e-04
5.278219220797090827e+00,-9.235082803797922679e-04
5.423366551247788436e+00,-9.933407752953371528e-04
5.568073843302585146e+00,-9.447702066438523616e-04
5.712349936694465669e+00,-7.689325624511411661e-04
5.856203671156350765e+00,-4.569638308709045305e-04
5.999643886421175409e+00,0.000000000000000000e+00
6.142679422221888785e+00,6.108229420647148800e-04
6.285319118291440077e+00,1.384369007226382564e-03
6.427571814362757152e+00,2.329502207373934652e-03
6.569446350168789195e+00,3.455086554453146164e-03
6.710951565442485389e+00,4.769986060324526989e-03
6.852096299916773603e+00,6.283064736862797872e-03
6.992889393324610126e+00,8.003186596027944688e-03
7.133339685398915719e+00,9.939215649694688182e-03
7.273456015872667990e+00,1.210001590973774910e-02
7.413247224478759279e+00,1.449445138810290246e-02
7.552722150950174296e+00,1.713138609665065815e-02
7.691889635019833804e+00,2.001968404729836948e-02
7.830758516420679882e+00,2.316820925194917891e-02
7.969337634885683030e+00,2.658582572250622889e-02
8.107635830147735589e+00,3.028139747085845102e-02
8.245661941939822270e+00,3.426378850890898775e-02
8.383424809994870941e+00,3.854186284858940326e-02
8.520933274045809469e+00,4.312448450173178571e-02
8.658196173825601250e+00,4.802051748028191014e-02
8.795222349067174150e+00,5.323882579615712984e-02
8.932020639503456039e+00,5.878827346120374386e-02
9.068599884867431626e+00,6.467772448735331636e-02
9.204968924892007465e+00,7.091604288653741150e-02
9.341136599310146948e+00,7.751209267058811747e-02
9.477111747854770840e+00,8.447473785147963099e-02
9.612903210258835429e+00,9.181284244101561853e-02
9.748519826255275689e+00,9.953527045119869854e-02
9.883970435577026592e+00,1.076508858938609592e-01
1.001926387795707285e+01,1.161685527809481755e-01
1.015440899312829970e+01,1.250971351243492791e-01
1.028941462082366343e+01,1.344454969359105689e-01
1.042428960077612743e+01,1.442225022275920310e-01
1.055904277271861247e+01,1.544370150112683859e-01
1.069368297638408194e+01,1.650978992988854088e-01
1.082821905150546371e+01,1.762140191022609770e-01
1.096265983781571407e+01,1.877942384333977088e-01
1.109701417504773246e+01,1.998474213040708491e-01
1.123129090293449650e+01,2.123824317262830164e-01
1.136549886120896247e+01,2.254081337119089312e-01
1.149964688960404402e+01,2.389333912728091036e-01
1.163374382785269034e+01,2.529670684209577303e-01
1.176779851568783641e+01,2.675180291681868994e-01
1.190181979284243141e+01,2.825951375264281751e-01
1.203581649904941742e+01,2.982072575075846999e-01
1.216979747404175072e+01,3.143632531235169836e-01
1.230377155755234497e+01,3.310719883861565904e-01
1.243774758931415647e+01,3.483423273074350845e-01
1.257173440906013440e+01,3.661831338991845541e-01
1.270574085652319241e+01,3.846032721733507742e-01
1.283977577143632942e+01,4.036116061418368872e-01
1.297384799353242357e+01,4.232169998165318248e-01
1.310796636254445247e+01,4.434283172093245184e-01
1.324213971820533686e+01,4.642544223321181107e-01
1.337637690024804016e+01,4.857041791968157440e-01
1.351068674840550443e+01,5.077864518153347717e-01
1.364507810241065755e+01,5.305101041995783362e-01
1.377955980199643449e+01,5.538840003614069474e-01
1.391414068689580574e+01,5.779170043127379586e-01
1.404882959684168497e+01,6.026179800655029339e-01
1.418363537156703558e+01,6.279957916315481725e-01
1.431856685080478542e+01,6.540593030228194493e-01
1.445363287428788368e+01,6.808173782512056960e-01
1.458884228174924402e+01,7.082788813285674223e-01
1.472420391292185826e+01,7.364526762668646143e-01
1.485972660753866137e+01,7.653476270779862034e-01
1.499541920533254569e+01,7.949725977737926996e-01
1.513129054603648882e+01,8.253364523662156671e-01
1.526734946938344706e+01,8.564480548671440374e-01
1.540360481510631274e+01,8.883162692884667422e-01
1.554006542293809190e+01,9.209499596421295564e-01
1.567674013261166976e+01,9.543579899399929900e-01
1.581363778386002394e+01,9.885492241940028180e-01
1.595076721641608941e+01,1.023532526415976918e+00
1.608813727001277982e+01,1.059316760617875275e+00
1.622575678438309410e+01,1.095910790811572610e+00
1.636363270901928502e+01,1.133318719704462296e+00
1.650174270787121600e+01,1.171470883000793606e+00
1.664004137713250486e+01,1.210239511309268323e+00
1.677848268855918690e+01,1.249495262350237113e+00
1.691702061390726186e+01,1.289108793844079059e+00
1.705560912493279346e+01,1.328950763511116406e+00
1.719420219339183120e+01,1.368891829071756661e+00
1.733275379104040326e+01,1.408802648246322065e+00
1.747121788963457334e+01,1.448553878755248547e+00
1.760954846093034121e+01,1.488016178318801508e+00
1.774769947668375636e+01,1.527060204657445297e+00
1.788562490865088961e+01,1.565556615491473735e+00
1.802327872858773361e+01,1.603376068541265909e+00
1.816061490825039471e+01,1.640389221527215113e+00
1.829758741939483002e+01,1.676466732169657803e+00
1.843415023377713169e+01,1.711479258188944641e+00
1.857025732315332789e+01,1.745297457305483135e+00
1.870586265927943970e+01,1.777791987239595528e+00
1.884092021391158056e+01,1.808833505711731959e+00
1.897538395880568629e+01,1.838292670442100984e+00
1.910920786571784902e+01,1.866040139151195376e+00
1.924234590640410403e+01,1.891946569559351587e+00
1.937475205262049371e+01,1.915882619386891861e+00
1.950638027612305336e+01,1.937718946354209493e+00
1.963718454866782537e+01,1.957326208181697780e+00
1.976711884201084501e+01,1.974575062589678964e+00
1.989613712790816180e+01,1.989336167298546343e+00
2.002419337811579680e+01,2.001480180028636369e+00
2.015124156438980663e+01,2.010877758500313917e+00
2.027723565848623366e+01,2.017399560434000705e+00
2.040212963216110609e+01,2.020916243549976343e+00
2.052588635237987802e+01,2.021323421255161179e+00
2.064850718179228295e+01,2.018624707361979631e+00
2.077000389440343753e+01,2.012852924946955113e+00
2.089038826439244190e+01,2.004040897574853375e+00
2.100967206593840331e+01,1.992221448810369111e+00
2.112786707322042901e+01,1.977427402218182806e+00
2.124498506041764045e+01,1.959691581363031787e+00
2.136103780170914490e+01,1.939046809809582328e+00
2.147603707127406381e+01,1.915525911122585967e+00
2.158999464329149021e+01,1.889161708866694767e+00
2.170292229194055267e+01,1.859987026606702898e+00
2.181483179140033712e+01,1.828034687907234002e+00
2.192573491584998635e+01,1.793337516333011195e+00
2.203564343946859339e+01,1.755928335448771804e+00
2.214456913643526548e+01,1.715839968819182104e+00
2.225252378092912409e+01,1.673105240008979422e+00
2.235951914712925515e+01,1.627756972582830031e+00
2.246556700921484406e+01,1.579827990105528102e+00
2.257067914136489151e+01,1.529351116141640432e+00
2.267486731775858289e+01,1.476359174255975404e+00
2.277814331257501834e+01,1.420884988013241923e+00
2.288051889999327670e+01,1.362961380978092052e+00
2.298200585419253628e+01,1.302621176715248907e+00
2.308261594935182615e+01,1.239897198789449817e+00
2.318236095965033172e+01,1.174822270765389476e+00
2.328125265926708920e+01,1.107429216207734157e+00
2.337930282238128399e+01,1.037750858681235400e+00
2.347652322317198070e+01,9.658200217505736873e-01
2.357292563581830080e+01,8.916695289804863478e-01
2.366852183449934444e+01,8.153322039356254436e-01
2.376332359339423306e+01,7.368408701807283023e-01
2.385734268668208813e+01,6.562283512804754082e-01
2.395059088854202400e+01,5.735274707996751431e-01
2.404307997315311241e+01,4.887710523028943044e-01
2.413482171469451032e+01,4.019919193549412739e-01
2.422582788734528236e+01,3.132228955204254817e-01
2.431611026528460684e+01,2.224968043641553095e-01
2.440568062269152705e+01,1.298464694507686090e-01
2.449455073374519287e+01,3.530471434501691874e-02
2.458273237262468314e+01,-6.109563738846190972e-02
2.467023731350913351e+01,-1.593217621848879162e-01
2.475707733057767257e+01,-2.593408364795806165e-01
2.484326419800936492e+01,-3.611200367078595264e-01
2.492880968998336755e+01,-4.646265393049731074e-01
2.501372558067873797e+01,-5.698275207062692971e-01
2.509802364427464028e+01,-6.766901573470107678e-01
2.518171565495015329e+01,-7.851816256624886137e-01
2.526481338688439848e+01,-8.952691020879939288e-01
2.534732861425649730e+01,-1.006919763058832018e+00
2.542927311124553569e+01,-1.120100785010293976e+00
2.551065865203064931e+01,-1.234779344377670895e+00
2.559149701079094541e+01,-1.350922617596296504e+00
2.567179996170553125e+01,-1.468497781101376631e+00
2.575157927895348564e+01,-1.587472011328287635e+00
2.583084673671395848e+01,-1.707812484712277978e+00
2.590961410916604990e+01,-1.829486377688667176e+00
2.598789317048889558e+01,-1.952460866692746322e+00
2.606569569486154592e+01,-2.076703128159778089e+00
2.614303345646317212e+01,-2.202180338525096204e+00
2.621991822947287432e+01,-2.328859674223963339e+00
2.629636178806971003e+01,-2.456708311691713220e+00
2.637237590643286467e+01,-2.585693427363608521e+00
2.644797235874139574e+01,-2.715782197674940335e+00
2.652316291917443891e+01,-2.846941799061028178e+00
2.659795936191110854e+01,-2.979139407957120511e+00
2.667237346113048346e+01,-3.112342200798579483e+00
2.674641699101173486e+01,-3.246517354020653556e+00
2.682010172573389895e+01,-3.381632044058648034e+00
2.689343943947615401e+01,-3.517653447347811380e+00
2.696644190641755046e+01,-3.654548740323548373e+00
2.703912090073725238e+01,-3.792285099421036421e+00
2.711148819661435283e+01,-3.930829701075637672e+00
2.718355556822795904e+01,-4.070149721722614800e+00
2.725533478975716406e+01,-4.210212337797287319e+00
2.732683763538109645e+01,-4.350984725734917902e+00
2.739807587927886345e+01,-4.492434061970811854e+00
2.746906129562961496e+01,-4.634527522940302902e+00
2.753980565861239427e+01,-4.777232285078625296e+00
2.761032074240634415e+01,-4.920515524821112763e+00
2.768061832119057186e+01,-5.064344418603056397e+00
2.775071016914422017e+01,-5.208686142859718871e+00
2.782060806044636792e+01,-5.353507874026405489e+00
2.789032376927610102e+01,-5.498776788538464189e+00
2.795986906981256936e+01,-5.644460062831115010e+00
2.802925573623488731e+01,-5.790524873339677470e+00
2.809849554272214789e+01,-5.936938396499456871e+00
2.816760026345345125e+01,-6.083667808745758521e+00
2.823658167260795437e+01,-6.230680286513845090e+00
2.830545154436471478e+01,-6.377943006239036094e+00
2.837422165290284681e+01,-6.525423144356594207e+00
2.844290377240150747e+01,-6.673087877301824733e+00
2.851150967703979688e+01,-6.820904381510075609e+00
2.858005114099678678e+01,-6.968839833416552665e+00
2.864853993845161995e+01,-7.116861409456589627e+00
2.871698784358338230e+01,-7.264936286065506010e+00
2.878540663057121662e+01,-7.413031639678564488e+00
2.885380807359422306e+01,-7.561114646731098787e+00
2.892220394683150175e+01,-7.709152483658328947e+00
2.899060602446215285e+01,-7.857112326895617116e+00
2.905902608066531911e+01,-8.004961352878211756e+00
2.912747588962011491e+01,-8.152666738041432382e+00
2.919596722550559775e+01,-8.300195658820584299e+00
2.926451186250093883e+01,-8.447515291650930180e+00
2.933312157478520987e+01,-8.594592812967803752e+00
2.940180813653753944e+01,-8.741395399206425054e+00
2.947058332193705610e+01,-8.887890226802198868e+00
2.953945890516281736e+01,-9.034044472190316810e+00
2.960844666039398021e+01,-9.179825311806126820e+00
2.967755836180964479e+01,-9.325199922084919990e+00
2.974680578358891125e+01,-9.470135479461958994e+00
2.981620069991090816e+01,-9.614599160372591768e+00
2.988575488495473564e+01,-9.758558141252066775e+00
2.995548011289949386e+01,-9.901979598535675109e+00
3.002538815792429716e+01,-1.004483070865876471e+01
3.009549079420830253e+01,-1.018707864805654140e+01
3.016579979593056748e+01,-1.032869059316438154e+01
3.023632693727019216e+01,-1.046963372041756202e+01
3.030708399240633355e+01,-1.060987520625134550e+01
3.037808273551809179e+01,-1.074938222710102309e+01
3.044933494078455283e+01,-1.088812195940194272e+01
3.052085238238484521e+01,-1.102606157958938127e+01
3.059264683449809752e+01,-1.116316826409855878e+01
3.066473007130336725e+01,-1.129940918936486582e+01
3.073711386697983983e+01,-1.143475153182353665e+01
3.080980999570655854e+01,-1.156916246790989078e+01
3.088283023166266616e+01,-1.170260917405923351e+01
3.095618634902727706e+01,-1.183505882670684173e+01
3.102989012197949137e+01,-1.196647860228799232e+01
3.110395332469842344e+01,-1.209683567723800479e+01
3.117838773136317343e+01,-1.222609722799218446e+01
3.125320511615288410e+01,-1.235423043098580820e+01
3.132841725324662718e+01,-1.248120246265413869e+01
3.140403591682354545e+01,-1.260698049943250965e+01
3.148007288106272483e+01,-1.273153171775621217e+01
3.155653992014327969e+01,-1.285482329406053736e+01
3.163344880824435279e+01,-1.297682240478079052e+01
3.171081131954501586e+01,-1.309749622635222011e+01
3.178863922822438326e+01,-1.321681193521018827e+01
3.186694430846159776e+01,-1.333473670778991504e+01
3.194573833443573108e+01,-1.345123772052676259e+01
3.202503308032592599e+01,-1.356628214985597936e+01
3.210477248317747012e+01,-1.367991110505997199e+01
3.218440906242648225e+01,-1.379270127086371645e+01
3.226317891344461941e+01,-1.390546520350336834e+01
3.234031974361352013e+01,-1.401901371654540185e+01
3.241532407010993211e+01,-1.413388133332780683e+01
3.248815254630144977e+01,-1.425009497717616114e+01
3.255881605803627110e+01,-1.436762710434378221e+01
3.262732549116259406e+01,-1.448645017108390221e+01
3.269369173152865926e+01,-1.460653663364978172e+01
3.275792566498266467e+01,-1.472785894829468134e+01
3.282003817737277984e+01,-1.485038957127189008e+01
3.288004015454727380e+01,-1.497410095883458325e+01
3.293794248235435873e+01,-1.509896556723606409e+01
3.299375604664220418e+01,-1.522495585272960739e+01
3.304749173325906497e+01,-1.535204427156847373e+01
3.309916042805311065e+01,-1.548020328000588108e+01
3.314877301687261024e+01,-1.560940533429507582e+01
3.319634038556570488e+01,-1.573962289068937537e+01
3.324187341998063516e+01,-1.587082840544201900e+01
3.328538300596567012e+01,-1.600299433480619626e+01
3.332688002936895089e+01,-1.613609313503523168e+01
3.336637537603867543e+01,-1.627009726238240717e+01
3.340387993182311277e+01,-1.640497917310091225e+01
3.343940458257046089e+01,-1.654071132344402884e+01
3.347296021412891776e+01,-1.667726616966500330e+01
3.350455771234670976e+01,-1.681461616801711045e+01
3.353420796307200646e+01,-1.695273377475361087e+01
3.356192185215307688e+01,-1.709159144612773673e+01
3.358771026543811900e+01,-1.723116163839276282e+01
3.361158408877530235e+01,-1.737141680780193553e+01
3.363355420801289597e+01,-1.751232941060851545e+01
3.365363150899908362e+01,-1.765387190306575604e+01
3.367182687758206328e+01,-1.779601674142695344e+01
3.368815119961008975e+01,-1.793873638194530429e+01
3.370261536093133259e+01,-1.808200328087409048e+01
3.371523024739400398e+01,-1.822578989446657971e+01
3.372600674484635874e+01,-1.837006867897599705e+01
3.373495573913656642e+01,-1.851481209065565281e+01
3.374208811611285341e+01,-1.865999258575877207e+01
3.374741476162341769e+01,-1.880558262053859409e+01
3.375094656151649986e+01,-1.895155465124839367e+01
3.375269440164028367e+01,-1.909788113414141009e+01
3.375266916784302396e+01,-1.924453452547093235e+01
3.375088174597286184e+01,-1.939148728149022816e+01
3.374734302187809476e+01,-1.953871185845248704e+01
3.374206388140684965e+01,-1.968618071261101932e+01
3.373505521040739552e+01,-1.983386630021906427e+01
3.372632789472791615e+01,-1.998174107752988249e+01
3.371589282021662370e+01,-2.012977750079677719e+01
3.370376087272174459e+01,-2.027794802627290949e+01
3.368994293809149099e+01,-2.042622511021159681e+01
3.367444990217407508e+01,-2.057458120886609265e+01
3.365729265081770905e+01,-2.072298877848962206e+01
3.363848206987059086e+01,-2.087142027533549538e+01
3.361802904518093271e+01,-2.101984815565693765e+01
3.359594446259698941e+01,-2.116824487570715263e+01
3.357223920796690209e+01,-2.131658289173950749e+01
3.354692416713892555e+01,-2.146483466000719886e+01
3.352001022596127200e+01,-2.161297263676347313e+01
3.349150827028211097e+01,-2.176096927826160510e+01
3.346142918594973992e+01,-2.190879704075484113e+01
3.342978385881228576e+01,-2.205642838049647025e+01
3.339658317471800331e+01,-2.220383575373968199e+01
3.336183801951507633e+01,-2.235099161673781509e+01
3.332555927905175963e+01,-2.249786842574408041e+01
3.328775783917622277e+01,-2.264443863701171722e+01
3.324844458573672057e+01,-2.279067470679400031e+01
3.320763040458142257e+01,-2.293654909134421160e+01
3.316532618155855516e+01,-2.308203424691559746e+01
3.312154280251634475e+01,-2.322710262976139717e+01
3.307629115330297509e+01,-2.337172669613486420e+01
3.302958211976667258e+01,-2.351587890228926625e+01
3.298142658775564939e+01,-2.365953170447786391e+01
3.293183544311813193e+01,-2.380265755895391777e+01
3.288081957170231817e+01,-2.394522892197068842e+01
3.282838985935639187e+01,-2.408721824978139381e+01
3.277455719192862205e+01,-2.422859799863932295e+01
3.271933245526719247e+01,-2.436934062479773644e+01
3.266272653522028691e+01,-2.450941858450989486e+01
3.260475031763617437e+01,-2.464880433402901616e+01
3.254541468836301021e+01,-2.478747032960838226e+01
3.248473053324904924e+01,-2.492538902750126795e+01
3.242270873814247523e+01,-2.506253288396089118e+01
3.235936018889151455e+01,-2.519887435524056940e+01
3.229469577134436520e+01,-2.533438589759349213e+01
3.222872637134928198e+01,-2.546903996727292707e+01
3.216146287475442023e+01,-2.560280902053217744e+01
3.209291616740800634e+01,-2.573566551362447541e+01
3.202309713515829515e+01,-2.586758190280302472e+01
3.195201666385344197e+01,-2.599853064432117122e+01
3.187968563934165900e+01,-2.612848419443213288e+01
3.180611494747121526e+01,-2.625741500938914186e+01
3.173131547409025188e+01,-2.638529554544550138e+01
3.165529810504706631e+01,-2.651209825885440807e+01
3.157807372618979969e+01,-2.663779560586917938e+01
3.149965322336666418e+01,-2.676236004274305458e+01
3.142004748242591461e+01,-2.688576402572925872e+01
3.133926738921572053e+01,-2.700798001108110924e+01
3.125732382958432254e+01,-2.712898045505178857e+01
3.117422768937993283e+01,-2.724873781389459282e+01
3.108998985445073515e+01,-2.736722454386279679e+01
3.100462121064498433e+01,-2.748441310120961845e+01
3.091813217812676839e+01,-2.760027546187012604e+01
3.083051981488334548e+01,-2.771476981969458109e+01
3.074176615313157868e+01,-2.782783887057657068e+01
3.065185242524887599e+01,-2.793942448543523227e+01
3.056075986361264540e+01,-2.804946853518963223e+01
3.046846970060035176e+01,-2.815791289075892934e+01
3.037496316858937462e+01,-2.826469942306214733e+01
3.028022149995713619e+01,-2.836977000301843788e+01
3.018422592708110130e+01,-2.847306650154689578e+01
3.008695768233864953e+01,-2.857453078956659454e+01
2.998839799810717466e+01,-2.867410473799672133e+01
2.988852810676415572e+01,-2.877173021775628570e+01
2.978732924068698651e+01,-2.886734909976442509e+01
2.968478263225310343e+01,-2.896090325494024142e+01
2.958086951383990026e+01,-2.905233455420283661e+01
2.947557111782479922e+01,-2.914158486847131968e+01
2.936886867658526512e+01,-2.922859606866478543e+01
2.926074342249863491e+01,-2.931331002570235000e+01
2.915117658794243027e+01,-2.939566861050307267e+01
2.904014940529398814e+01,-2.947561369398612641e+01
2.892764310693075913e+01,-2.955308714707055628e+01
2.881363892523019388e+01,-2.962803084067547132e+01
2.869811809256967194e+01,-2.970038664571998055e+01
2.858106184132662975e+01,-2.977009643312321430e+01
2.846245140387848949e+01,-2.983710207380424606e+01
2.834226801260265916e+01,-2.990134543868217776e+01
2.822049289987654674e+01,-2.996276839867612551e+01
2.809711260304970892e+01,-3.002131690418514154e+01
2.797216539903496368e+01,-3.007697669290752884e+01
2.784571876440998039e+01,-3.012975595684397945e+01
2.771784050490215634e+01,-3.017966314110868353e+01
2.758859842623903091e+01,-3.022670669081580996e+01
2.745806033414798719e+01,-3.027089505107955603e+01
2.732629403435652193e+01,-3.031223666701411190e+01
2.719336733259203243e+01,-3.035073998373366777e+01
2.705934803458200832e+01,-3.038641344635237829e+01
2.692430394605393218e+01,-3.041926549998445495e+01
2.678830287273519417e+01,-3.044930458974405951e+01
2.665141262035326264e+01,-3.047653916074539637e+01
2.651370099463559882e+01,-3.050097765810265571e+01
2.637523580130965684e+01,-3.052262852692998507e+01
2.623608484610289082e+01,-3.054150021234161017e+01
2.609631593474273359e+01,-3.055760115945168565e+01
2.595599687295666058e+01,-3.057093981337442301e+01
2.581519546647209751e+01,-3.058152461922399112e+01
2.567397952101651981e+01,-3.058936402211456596e+01
2.553241684231736031e+01,-3.059446646716035190e+01
2.539057523610210154e+01,-3.059684039947550360e+01
2.524852250809814791e+01,-3.059649426417425389e+01
2.510632646403298907e+01,-3.059343650637072898e+01
2.496405490963404361e+01,-3.058767557117918301e+01
2.482177565062880831e+01,-3.057921990371372090e+01
2.467955649274470886e+01,-3.056807794908858256e+01
2.453746524170916388e+01,-3.055425815241794396e+01
2.439556970324967722e+01,-3.053776895881597397e+01
2.425393768309369591e+01,-3.051861881339686278e+01
2.411263698696863145e+01,-3.049681616127480765e+01
2.397173542060198770e+01,-3.047236944756398458e+01
2.383130078972116195e+01,-3.044528711737857662e+01
2.369140090005364385e+01,-3.041557761583276687e+01
2.355210355732688754e+01,-3.038324938804073128e+01
2.341347490567066103e+01,-3.034831177092805632e+01
2.327554423994917698e+01,-3.031079387912927103e+01
2.313830474983229379e+01,-3.027074420563047852e+01
2.300174811222581184e+01,-3.022821205534733480e+01
2.286586600403560965e+01,-3.018324673319547458e+01
2.273065010216752313e+01,-3.013589754409053967e+01
2.259609208352739529e+01,-3.008621379294814346e+01
2.246218362502105492e+01,-3.003424478468394909e+01
2.232891640355433793e+01,-2.998003982421358415e+01
2.219628209603314417e+01,-2.992364821645266204e+01
2.206427237936325980e+01,-2.986511926631684588e+01
2.193287893045056336e+01,-2.980450227872176328e+01
2.180209342620089785e+01,-2.974184655858304893e+01
2.167190754352006365e+01,-2.967720141081633045e+01
2.154231295931395351e+01,-2.961061614033726386e+01
2.141330135048840333e+01,-2.954214005206146965e+01
2.128486439394923480e+01,-2.947182245090458963e+01
2.115699376660232645e+01,-2.939971264178223720e+01
2.102968114535346444e+01,-2.932585992961008259e+01
2.090291820710855575e+01,-2.925031361930374629e+01
2.077669662877341494e+01,-2.917312301577885592e+01
2.065100808725389214e+01,-2.909433742395107458e+01
2.052584425945582325e+01,-2.901400614873599437e+01
2.040119682228505127e+01,-2.893217849504927841e+01
2.027705745264742632e+01,-2.884890376780658983e+01
2.015341782744881272e+01,-2.876423127192351359e+01
2.003026962359501795e+01,-2.867821031231570572e+01
1.990760451799189923e+01,-2.859089019389881514e+01
1.978541418754530667e+01,-2.850232022158844103e+01
1.966369030916107619e+01,-2.841254970030027494e+01
1.954242455974507209e+01,-2.832162793494990183e+01
1.942160861620312318e+01,-2.822960423045297773e+01
1.930123415544105114e+01,-2.813652789172515867e+01
1.918129285436472742e+01,-2.804244822368202961e+01
1.906177638988000211e+01,-2.794741453123926789e+01
1.894267643889269692e+01,-2.785147611931250822e+01
1.882398467830867617e+01,-2.775468229281737109e+01
1.870569278503378285e+01,-2.765708235666949122e+01
1.858779243597382447e+01,-2.755872561578451041e+01
1.847027530803467954e+01,-2.745966137507807048e+01
1.835313307812219108e+01,-2.735993893946580613e+01
1.823635742314220920e+01,-2.725960761386334497e+01
1.811994002000055559e+01,-2.715871670318631459e+01
1.800387254560308747e+01,-2.705731551235035681e+01
1.788814667685564075e+01,-2.695545334627112055e+01
1.777275409066405842e+01,-2.685317950986426894e+01
1.765768646393421193e+01,-2.675054330804536562e+01
1.754293547357190874e+01,-2.664759404573010215e+01
1.742849279648299188e+01,-2.654438102783406350e+01
1.731435010957334697e+01,-2.644095355927294833e+01
1.720049908974878861e+01,-2.633736094496236291e+01
1.708693141391515979e+01,-2.623365248981792774e+01
1.697363875897830354e+01,-2.612987749875528465e+01
1.686061280184406996e+01,-2.602608527669011096e+01
1.674784521941830917e+01,-2.592232512853799165e+01
1.663532768860686417e+01,-2.581864635921456852e+01
1.652305188631556376e+01,-2.571509827363551182e+01
1.641100948945025806e+01,-2.561173017671640650e+01
1.629919217491679717e+01,-2.550859137337294413e+01
1.618759161962102411e+01,-2.540573116852072388e+01
1.607619950046879609e+01,-2.530319886707539467e+01
1.596500749436592059e+01,-2.520104377395257700e+01
1.585400727821827616e+01,-2.509931519406792688e+01
1.574319052893167026e+01,-2.499806243233705771e+01
1.563254892341199564e+01,-2.489733479367563262e+01
1.552207413856507401e+01,-2.479718158299927921e+01
1.541175785129672704e+01,-2.469765210522363219e+01
1.530159173851282617e+01,-2.459879566526429784e+01
1.519156747711920730e+01,-2.450066156803695350e+01
1.508167674402170633e+01,-2.440329911845721966e+01
1.497191121612618048e+01,-2.430675762144072394e+01
1.486226257033848697e+01,-2.421108638190310813e+01
1.475272248356442617e+01,-2.411633470475999985e+01
1.464328263270987662e+01,-2.402255189492706222e+01
1.453393469468066712e+01,-2.392978725731990863e+01
1.442467034638266199e+01,-2.383809009685418090e+01
1.431548126472167581e+01,-2.374750971844551373e+01
1.420635912660357292e+01,-2.365809542700953472e+01
1.409729560893417499e+01,-2.356989652746189989e+01
1.398828238861936768e+01,-2.348296232471821554e+01
1.387931114256495846e+01,-2.339734212369415189e+01
1.377037354767679034e+01,-2.331308522930533655e+01
1.366146128086074896e+01,-2.323024094646735449e+01
1.355256601902262048e+01,-2.314885858009591857e+01
1.344367943906829765e+01,-2.306898743510660665e+01
1.333479321790359506e+01,-2.299067681641511030e+01
1.322589903243436282e+01,-2.291397602893700025e+01
1.311698855956646526e+01,-2.283893437758793965e+01
1.300805347620570274e+01,-2.276560116728359162e+01
1.289908545925796091e+01,-2.269402570293956956e+01
1.279007618562906146e+01,-2.262425728947150816e+01
1.268101733222486871e+01,-2.255634523179502793e+01
1.257190057595119015e+01,-2.249033883482579199e+01
1.246271759371391852e+01,-2.242628740347942795e+01
1.235346006241885419e+01,-2.236424024267155630e+01
1.224411965897186150e+01,-2.230424665731783307e+01
1.213468806027879765e+01,-2.224635595233388585e+01
1.202515694324544882e+01,-2.219061743263536357e+01
1.191551798477772905e+01,-2.213708040313787251e+01
1.180576286178147427e+01,-2.208579416875706869e+01
1.169588325116247773e+01,-2.203680803440859393e+01
1.158587082982663219e+01,-2.199017130500805450e+01
1.147571727467974512e+01,-2.194593328547112776e+01
1.136541426262768084e+01,-2.190414328071341288e+01
1.125495347057630369e+01,-2.186485059565056588e+01
1.114432657543143534e+01,-2.182810453519821436e+01
1.103352525409889751e+01,-2.179395440427200725e+01
1.092254118348454739e+01,-2.176244950778757214e+01
